Date,Type,Country,Sex,Species
1970-01-01,Unprovoked,SOUTH AFRICA,M,
1925-11-22,Unprovoked,AUSTRALIA,M,tiger shark
1925-11-01,Unprovoked,USA,F,
1925-11-01,Unprovoked,USA,M,
1925-09-04,Provoked,SPAIN,M,
1925-09-03,Unprovoked,ENGLAND,M,
1925-08-02,Unprovoked,USA,F,
1925-06-15,Invalid,AUSTRALIA,,shark involvement prior to death unconfirmed
1925-05-01,Unprovoked,USA,M,
,Unprovoked,AUSTRALIA,M,said to be a “small shark”
1925-03-12,Unprovoked,AUSTRALIA,M,
1925-03-10,Unprovoked,PAPUA NEW GUINEA,M,
,Unprovoked,USA,M,
1925-01-08,Unprovoked,CANADA,M,2.1 m [7'] shark
1925-01-01,Unprovoked,FIJI,M,
1924-11-25,Unprovoked,MEXICO,F,1.8 m shark
1924-11-24,Unprovoked,PANAMA,M,
1924-11-21,Unprovoked,USA,M,
,Provoked,FRENCH POLYNESIA,M,
1924-10-18,Unprovoked,AUSTRALIA,M,10' shark
1924-07-31,Unprovoked,USA,M,mako shark
1924-07-14,Provoked,ENGLAND,M,12' shark
1924-07-04,Watercraft,USA,M,
1924-06-18,Provoked,USA,M,
1924-04-25,Unprovoked,AUSTRALIA,M,
1924-04-22,Unprovoked,PANAMA,M,
1924-04-20,Invalid,AUSTRALIA,M,questionable
,Unprovoked,SOLOMON ISLANDS,M,
1924-03-24,Watercraft,SPAIN,,3.5 m shark
1924-02-13,Unprovoked,AUSTRALIA,F,
1924-02-08,Invalid,AUSTRALIA,M,shark involvement prior to death unconfirmed
1924-01-29,Unprovoked,SOUTH AFRICA,M,
1924-01-25,Unprovoked,SOUTH AFRICA,M,
1924-01-09,Unprovoked,AUSTRALIA,M,3 m [10'] shark
1923-12-12,Unprovoked,AUSTRALIA,M,
1923-12-02,Unprovoked,AUSTRALIA,M,
1923-11-23,Unprovoked,AUSTRALIA,M,
1923-11-02,Invalid,AUSTRALIA,M,shark involvement suspected but not confirmed
1923-10-20,Invalid,AUSTRALIA,M,shark involvement prior to death unconfirmed
1923-10-17,Watercraft,AUSTRALIA,,"""a very large shark"""
1923-10-16,Unprovoked,AUSTRALIA,M,
1923-08-08,Unprovoked,GUYANA,M,
,Unprovoked,AUSTRALIA,M,
1923-06-16,Watercraft,AUSTRALIA,M,
1923-06-06,Watercraft,MEXICO,,
,Unprovoked,AUSTRALIA,M,
1923-05-22,Unprovoked,AUSTRALIA,M,
1923-03-18,Unprovoked,AUSTRALIA,M,
1923-02-01,Unprovoked,USA,M,
1923-01-27,Invalid,AUSTRALIA,M,shark involvement prior to death was not confirmed
1923-01-27,Unprovoked,AUSTRALIA,M,
1923-01-14,Invalid,CUBA,M,"atkins' remains were recovered from a dusky shark, c. obscurus, by capt. w. f. young, shark fisherman"
1923-01-01,Watercraft,USA,M,
,Unprovoked,PHILIPPINES,M,
1923-01-01,Provoked,USA,M,
1923-01-01,Provoked,USA,M,
1922-12-14,Unprovoked,USA,F,
1922-12-05,Unprovoked,AUSTRALIA,M,blue shark
1922-09-29,Unprovoked,BARBADOS,M,
1922-10-29,Invalid,AUSTRALIA,M,shark involvement prior to death unconfirmed
1922-09-28,Unprovoked,USA,M,
,Unprovoked,ENGLAND,M,
,Watercraft,USA,,"""a pack of 6 sharks"""
1922-07-19,Unprovoked,USA,M,
1922-06-17,Unprovoked,USA,F,1.8 m [6'] shark
1922-05-24,Unprovoked,JAMAICA,M,6' shark
1922-05-06,Unprovoked,SOUTH AFRICA,M,white shark
1922-04-26,Unprovoked,AUSTRALIA,M,
1922-03-20,Unprovoked,JAMAICA,M,
1922-03-13,Unprovoked,JAMAICA,F,2.7 m [9'] shark later captured by mitchell-hedges
1922-03-02,Unprovoked,AUSTRALIA,M,white shark
,Invalid,AUSTRALIA,M,shark involvement prior to death unconfirmed
1922-02-04,Unprovoked,AUSTRALIA,M,white shark
,Unprovoked,IRAQ,M,
1922-01-15,Unprovoked,AUSTRALIA,M,
1922-01-13,Unprovoked,AUSTRALIA,M,nurse shark
1922-01-04,Unprovoked,AUSTRALIA,M,
1921-12-11,Unprovoked,AUSTRALIA,M,
1921-11-27,Unprovoked,AUSTRALIA,M,
1921-11-27,Unprovoked,AUSTRALIA,M,
,Unprovoked,FIJI,,
1921-10-12,Unprovoked,AUSTRALIA,M,
1921-10-04,Unprovoked,AUSTRALIA,M,
1921-09-01,Provoked,ENGLAND,M,blue shark
,Unprovoked,AUSTRALIA,M,
1921-08-28,Unprovoked,PHILIPPINES,M,
1921-07-21,Unprovoked,CUBA,M,
,Invalid,PHILIPPINES,,questionable
1920-11-29,Unprovoked,AUSTRALIA,M,4' to 5' shark
1921-08-22,Unprovoked,HAITI,M,comrades saw shark's tail appear about 5' away
1920-11-22,Unprovoked,AUSTRALIA,M,"15* to 24"" dog shark"
1920-11-04,Sea Disaster,PHILIPPINES,M,
1920-07-14,Invalid,USA,M,questionable
,Unprovoked,AUSTRALIA,M,
1920-06-29,Unprovoked,USA,M,
1920-06-27,Provoked,CANADA,,15'
1920-03-08,Unprovoked,AUSTRALIA,M,
,Unprovoked,AUSTRALIA,M,
1920-02-03,Unprovoked,SOUTH AFRICA,F,
,Unprovoked,AUSTRALIA,M,
1920-01-15,Unprovoked,AUSTRALIA,M,
,Unprovoked,JAMAICA,M,
1970-01-01,Unprovoked,NEW ZEALAND,F,
1970-01-01,Unprovoked,SOUTH AFRICA,M,
,Unprovoked,AUSTRALIA,M,
1919-12-07,Unprovoked,AUSTRALIA,M,
1919-11-18,Unprovoked,AUSTRALIA,M,
1919-09-12,Unprovoked,COSTA RICA,M,
1919-08-10,Unprovoked,USA,M,
1919-05-29,Unprovoked,USA,M,
1919-04-06,Unprovoked,USA,M,"3.7 m [12'], 1200-lb shark. shark caught & its jaw exhibited at the carnegie museum"
1919-03-16,Invalid,AUSTRALIA,M,shark involvement prior to death unconfirmed
1919-01-17,Unprovoked,AUSTRALIA,M,3.7 m to 4.3 m [12' to 14']  shark
1919-01-15,Unprovoked,NEW ZEALAND,F,
1919-01-09,Unprovoked,AUSTRALIA,M,12' shark
1919-01-05,Unprovoked,AUSTRALIA,M,
,Watercraft,ITALY,M,13' shark
1919-01-01,Unprovoked,USA,F,
1918-11-01,Unprovoked,USA,M,
1918-11-01,Sea Disaster,SAN DOMINGO,M,tiger shark
1918-09-19,Unprovoked,AUSTRALIA,M,
1918-03-22,Unprovoked,AUSTRALIA,M,12' shark
1918-01-01,Unprovoked,AUSTRALIA,M,
1917-12-15,Unprovoked,AUSTRALIA,M,
1917-11-01,Unprovoked,MOZAMBIQUE,M,
1917-09-21,Unprovoked,USA,M,
1917-09-09,Provoked,USA,M,12' shark
1917-09-01,Unprovoked,PANAMA,M,
,Unprovoked,USA,M,
1917-07-18,Unprovoked,USA,M,
1917-07-15,Sea Disaster,IRELAND,M,
1917-06-03,Unprovoked,USA,M,
1917-05-31,Unprovoked,PHILIPPINES,M,
,Unprovoked,KUWAIT,M,
1917-01-01,Unprovoked,LIBYA,M,
1916-12-30,Unprovoked,AUSTRALIA,M,
1916-12-08,Unprovoked,AUSTRALIA,M,
1916-12-08,Unprovoked,AUSTRALIA,F,
1916-11-15,Provoked,PANAMA,M,
1916-11-10,Unprovoked,AUSTRALIA,M,
1916-11-09,Unprovoked,AUSTRALIA,M,
1916-10-11,Provoked,USA,M,
1916-08-24,Unprovoked,USA,M,
1916-07-26,Unprovoked,USA,M,
1916-07-13,Invalid,USA,F,
1916-07-13,Unprovoked,USA,M,
1916-07-12,Unprovoked,USA,M,said to involve a 2.7 m [9'] shark
1916-07-12,Unprovoked,USA,M,3 m [10'] shark
1916-07-12,Unprovoked,USA,M,
1916-07-11,Sea Disaster,BAHAMAS,M,
1916-07-08,Unprovoked,SPAIN,M,
1916-07-07,Unprovoked,PHILIPPINES,M,
1916-07-06,Unprovoked,USA,M,white shark
1916-07-01,Unprovoked,USA,M,white shark
1916-06-30,Unprovoked,USA,M,
,Unprovoked,ATLANTIC OCEAN,M,
1916-06-23,Provoked,USA,M,
,Unprovoked,AUSTRALIA,M,
1916-04-03,Unprovoked,AUSTRALIA,M,
1916-03-19,Unprovoked,AUSTRALIA,M,
,Unprovoked,AUSTRALIA,M,
1915-11-10,Unprovoked,AUSTRALIA,M,
1914-11-08,Unprovoked,AUSTRALIA,M,
1915-08-03,Unprovoked,USA,M,
,Unprovoked,MEXICO,M,
,Unprovoked,MEXICO,M,
,Invalid,EGYPT,M,shark involvement prior to death unconfirmed
1915-03-29,Unprovoked,AUSTRALIA,M,3 m [10'] shark
1915-02-06,Unprovoked,AUSTRALIA,M,
1915-01-13,Invalid,NEW ZEALAND,M,shark involvement prior to death unconfirmed
1915-01-01,Unprovoked,AUSTRALIA,M,
,Invalid,USA,M,white shark
,Unprovoked,AUSTRALIA,M,
1914-10-17,Sea Disaster,SAMOA,F,
,Unprovoked,JAMAICA,M,"a 20' shark known as ""old tom"""
1914-09-05,Unprovoked,USA,M,
,Unprovoked,CROATIA,F,1.5 m [5'] shark
,Provoked,USA,M,
1914-07-07,Unprovoked,CROATIA,M,6 m shark
1914-06-13,Watercraft,MONTENEGRO,M,
1914-06-10,Unprovoked,AUSTRALIA,M,
1914-05-31,Sea Disaster,NEW CALEDONIA,M,
1914-05-14,Provoked,USA,F,3' shark
,Invalid,USA,M,shark involvement prior to death unconfirmed
,Sea Disaster,GUYANA,M,
1914-03-03,Unprovoked,USA,M,
,Unprovoked,AUSTRALIA,M,tiger shark
1914-02-03,Unprovoked,AUSTRALIA,M,
,Unprovoked,AUSTRALIA,F,
1914-01-01,Unprovoked,SOUTH AFRICA,F,
,Provoked,USA,,13' shark
,Sea Disaster,CUBA,M,
1913-11-27,Unprovoked,NIGERIA,M,
1913-11-21,Unprovoked,AUSTRALIA,M,
1913-09-21,Unprovoked,USA,M,hammerhead shark
1913-09-03,Provoked,CROATIA,M,2 m shark
,Invalid,USA,M,shark involvement prior to death unconfirmed
,Invalid,USA,F,shark involvement prior to death unconfirmed
1913-08-26,Invalid,ITALY,,shark involvement prior to death unconfirmed
1913-07-12,Unprovoked,USA,M,
,Unprovoked,COSTA RICA,M,
1913-05-21,Provoked,USA,M,
1913-05-02,Provoked,AUSTRALIA,M,
1913-03-27,Unprovoked,SAMOA,M,
1913-01-01,Unprovoked,AUSTRALIA,M,tiger shark
1913-01-01,Unprovoked,REUNION,M,
1913-01-01,Unprovoked,REUNION,M,
1913-01-01,Unprovoked,AUSTRALIA,M,
,Sea Disaster,PHILIPPINES,F,
1912-08-30,Unprovoked,USA,M,
1912-07-23,Unprovoked,USA,M,8' shark
,Unprovoked,SOLOMON ISLANDS,M,
1912-05-04,Invalid,SOUTH AFRICA,M,shark involvement prior to death unconfirmed
1912-03-18,Unprovoked,NEW ZEALAND,M,
1912-02-22,Provoked,AUSTRALIA,M,
1912-02-19,Unprovoked,AUSTRALIA,M,
1912-02-03,Unprovoked,NEW CALEDONIA,M,
1912-01-26,Unprovoked,AUSTRALIA,M,"2.8 m [9'3""] whaler shark captured 3 days later with his remains in its gut"
,Unprovoked,FIJI,M,
1912-01-06,Unprovoked,AUSTRALIA,M,"c. macrurus captured 48 hours after attack with tissue removed from man in its gut; species identified by g.p. whitley,  reported as c. obscurus by  r. steel"
1912-01-01,Unprovoked,AUSTRALIA,M,
1912-01-01,Unprovoked,SPAIN,M,white shark
1911-11-08,Invalid,USA,M,shark involvement prior to death unconfirmed
1911-10-26,Unprovoked,USA,M,
1911-10-25,Unprovoked,AUSTRALIA,M,
1911-09-23,Unprovoked,USA,M,
1911-09-20,Unprovoked,USA,M,
1911-09-17,Unprovoked,USA,M,
,Unprovoked,SPAIN,M,
,Provoked,USA,M,
1911-05-09,Unprovoked,SOUTH AFRICA,M,
,Provoked,USA,M,5' shark
1911-05-01,Unprovoked,SOUTH AFRICA,M,
,Watercraft,NEW ZEALAND,,
,Unprovoked,AUSTRALIA,M,
1911-01-04,Sea Disaster,AUSTRALIA,M,
1911-01-01,Unprovoked,USA,M,
,Unprovoked,NEW ZEALAND,M,
,Invalid,CROATIA,M,questionable
,Sea Disaster,AUSTRALIA,M,
1910-11-28,Provoked,NORTH ATLANTIC OCEAN,M,angel shark
1910-11-24,Unprovoked,AUSTRALIA,M,blue shark
,Unprovoked,MEXICO,M,
,Sea Disaster,MOZAMBIQUE,,
,Invalid,USA,M,shark involvement prior to death unconfirmed
1910-03-31,Unprovoked,PANAMA,M,
1910-03-08,Unprovoked,NEW ZEALAND,M,6' shark
1910-03-01,Invalid,USA,M,invalid
1910-02-16,Unprovoked,AUSTRALIA,M,5.5' to 6' shark
1910-01-26,Unprovoked,AUSTRALIA,M,
1970-01-01,Invalid,USA,M,shark involvement prior to death unconfirmed
1910-01-01,Unprovoked,PHILIPPINES,M,6 m [20'] shark
,Unprovoked,USA,M,
,Unprovoked,AUSTRALIA,M,
1909-12-05,Provoked,AUSTRALIA,M,7' shark
,Sea Disaster,INDONESIA,,
,Provoked,USA,M,5' shark
1909-08-13,Unprovoked,USA,M,
1909-07-24,Unprovoked,USA,M,
1909-07-15,Unprovoked,USA,M,
,Unprovoked,MEXICO,F,
1909-06-26,Unprovoked,SOUTH AFRICA,M,18-foot shark
1909-06-18,Sea Disaster,AUSTRALIA,M,
,Provoked,SPAIN,M,
1909-04-10,Invalid,USA,F,questionable
,Unprovoked,TUNISIA,M,
1909-03-06,Sea Disaster,SOUTH AFRICA,F,
1909-01-17,Invalid,,M,questionable
1909-01-01,Invalid,ITALY,,shark involvement prior to death was not confirmed
1909-01-01,Unprovoked,AUSTRALIA,,
1908-12-31,Unprovoked,SOUTH AFRICA,M,
,Unprovoked,MEXICO,M,
1908-09-21,Unprovoked,AUSTRALIA,M,remains recovered from 3 sharks
1908-09-05,Unprovoked,USA,M,
,Unprovoked,SPAIN,M,
,Invalid,SPAIN,,questionable
,Unprovoked,CROATIA,F,white shark
1908-06-18,Unprovoked,EGYPT,M,
1908-06-08,Sea Disaster,USA,M,
,Sea Disaster,PAPUA NEW GUINEA,.,allegedly a 33-foot shark
1908-05-13,Sea Disaster,INDONESIA,F,
1908-05-10,Invalid,USA,M,questionable
1908-01-08,Unprovoked,USA,M,
1907-12-21,Unprovoked,AUSTRALIA,M,bull shark
,Unprovoked,AUSTRALIA,M,
,Unprovoked,CHINA,M,shark involvement probable
,Unprovoked,CHINA,M,shark involvement probable
1907-10-14,Unprovoked,AUSTRALIA,M,
1907-10-12,Invalid,HAITI,M,invalid
1907-10-08,Unprovoked,USA,M,
,Invalid,ENGLAND,M,questionable
1907-09-11,Unprovoked,CROATIA,F,
,Unprovoked,CROATIA,F,
,Unprovoked,CROATIA,M,
,Unprovoked,USA,M,
,Unprovoked,CROATIA,F,
,Invalid,AUSTRALIA,M,questionable
1907-07-01,Unprovoked,USA,M,1.5 m [5'] shark
1907-04-20,Unprovoked,MEXICO,M,
1907-03-26,Unprovoked,USA,M,
1907-03-07,Unprovoked,MALTA,M,white shark
1907-02-09,Unprovoked,PHILIPPINES,M,
1907-02-05,Unprovoked,NEW ZEALAND,M,
1907-02-03,Unprovoked,AUSTRALIA,M,
1907-01-01,Unprovoked,VIETNAM,M,
1970-01-01,Unprovoked,USA,M,
1906-11-16,Unprovoked,JAMAICA,M,
,Unprovoked,USA,M,
,Unprovoked,USA,M,
,Unprovoked,USA,M,
,Unprovoked,USA,M,
,Unprovoked,INDONESIA,M,
,Unprovoked,INDONESIA,M,
,Unprovoked,AUSTRALIA,M,
1906-09-01,Provoked,USA,M,mako shark
1906-08-20,Unprovoked,YEMEN ,M,
1906-08-04,Unprovoked,USA,M,remains recovered 5 days later
,Unprovoked,USA,M,fishermen recovered partial remains from shark a week later
1906-07-01,Invalid,MOZAMBIQUE,M,questionable
,Unprovoked,INDONESIA,M,
1906-04-16,Provoked,AUSTRALIA,M,13' shark
1906-04-14,Unprovoked,AUSTRALIA,M,
,Sea Disaster,INDONESIA,M,
,Invalid,AUSTRALIA,M,questionable
,Invalid,NEW ZEALAND,M,questionable
1906-01-28,Unprovoked,AUSTRALIA,M,
1906-01-20,Unprovoked,SOUTH AFRICA,M,1.8 m to 2.7 m [6' to 9'] shark
1905-12-31,Unprovoked,SOUTH AFRICA,M,2.4 m [8'] shark
1905-12-29,Invalid,AUSTRALIA,M,shark involvement not confirmed
1905-09-29,Unprovoked,AUSTRALIA,M,
,Provoked,USA,M,
1905-08-24,Invalid,EGYPT,M,tiger shark
,Unprovoked,USA,M,
1905-08-01,Unprovoked,PHILIPPINES,M,
1905-07-29,Unprovoked,USA,M,
,Invalid,ITALY,M,shark involvement prior to death was not confirmed
1905-07-10,Unprovoked,INDONESIA,M,
1905-07-01,Unprovoked,USA,M,
1905-05-22,Unprovoked,USA,M,
1905-04-06,Unprovoked,SOUTH AFRICA,M,
1905-03-26,Unprovoked,AUSTRALIA,M,5' shark
1905-03-25,Invalid,AUSTRALIA,,questionable
1905-02-10,Invalid,AUSTRALIA,M,questionable
1905-01-01,Invalid,AUSTRALIA,M,invalid
1905-01-01,Watercraft,USA,,20' shark
1904-11-02,Unprovoked,PHILIPPINES,M,
,Unprovoked,INDIAN OCEAN,M,
1904-09-01,Unprovoked,CUBA,M,
1904-08-01,Unprovoked,CUBA,M,
1904-07-28,Unprovoked,USA,M,
1904-07-27,Unprovoked,USA,M,
,Unprovoked,ITALY,M,
1904-02-07,Unprovoked,AUSTRALIA,M,
1904-02-04,Unprovoked,NEW ZEALAND,M,
1904-01-23,Unprovoked,NEW CALEDONIA,M,
1904-01-01,Unprovoked,REUNION ISLAND,M,
1904-01-01,Invalid,USA,M,questionable
1970-01-01,Unprovoked,PHILIPPINES,M,
1970-01-01,Unprovoked,USA,M,
1903-10-04,Unprovoked,CUBA,M,
,Unprovoked,USA,M,9' shark
1903-07-01,Unprovoked,FALKLAND ISLANDS,M,
1903-06-21,Unprovoked,AUSTRALIA,M,
1903-05-04,Unprovoked,MEXICO,M,
,Unprovoked,AUSTRALIA,M,
1903-03-12,Unprovoked,AUSTRALIA,M,
1903-01-10,Unprovoked,AUSTRALIA,M,bull shark
,Unprovoked,CRETE,M,
,Unprovoked,USA,M,
,Unprovoked,NICARAGUA,M,
1902-11-10,Unprovoked,AUSTRALIA,M,
,Unprovoked,USA,M,
,Unprovoked,ITALY,M,
,Watercraft,CROATIA,M,
1902-08-08,Unprovoked,USA,M,
1902-07-15,Provoked,ITALY,M,
1902-07-06,Provoked,USA,M,
1902-06-02,Unprovoked,PHILIPPINES,M,
1902-06-01,Unprovoked,EGYPT,M,
1902-04-01,Invalid,SOUTH AFRICA,M,questionable
,Provoked,NEW ZEALAND,M,
,Unprovoked,AUSTRALIA,M,
,Invalid,SOUTH AFRICA,M,questionable
1902-01-19,Unprovoked,AUSTRALIA,M,
1901-12-01,Unprovoked,AUSTRALIA,M,
,Unprovoked,PHILIPPINES,M,
,Unprovoked,CYPRUS,M,2 m shark
1901-07-30,Unprovoked,SOUTH AFRICA,M,white shark
1901-07-17,Invalid,ITALY,M,questionable
,Invalid,YEMEN ,M,questionable
1901-06-24,Unprovoked,PHILIPPINES,M,
1901-01-30,Unprovoked,AUSTRALIA,M,
,Unprovoked,USA,M,
1900-12-27,Unprovoked,AUSTRALIA,M,
1900-11-14,Unprovoked,SOUTH AFRICA,M,
1900-10-27,Invalid,SOUTH AFRICA,M,questionable
1900-09-15,Unprovoked,AUSTRALIA,M,
1900-09-13,Unprovoked,USA,M, 
1900-09-05,Unprovoked,USA,M,
1900-08-21,Unprovoked,USA,M,
1900-07-31,Unprovoked,CROATIA,M,
1900-07-14,Invalid,USA,M,questionable
,Provoked,USA,,
1900-01-28,Unprovoked,AUSTRALIA,M,
,Unprovoked,USA,M,
,Unprovoked,SOUTH AFRICA,M,
1899-12-18,Unprovoked,AUSTRALIA,M,
1899-11-20,Sea Disaster,PHILIPPINES,,
1899-10-28,Watercraft,AUSTRALIA,,20' shark
,Unprovoked,LIBYA,M,
,Unprovoked,LIBYA,M,
,Unprovoked,MEXICO,M,
,Provoked,USA,M,basking shark
1899-08-15,Unprovoked,USA,M,3 m [10'] shark
1899-08-08,Unprovoked,EGYPT ,M,
1899-08-08,Unprovoked,EGYPT ,M,
1899-08-08,Unprovoked,EGYPT,M,
,Unprovoked,BAHAMAS,M,
1899-06-07,Provoked,ITALY,M,70 kg shark
1899-06-02,Invalid,NEW ZEALAND,M,shark involvement not confirmed
1899-05-28,Invalid,PHILIPPINES,M,shark involvement not confirmed
,Unprovoked,ITALY,M,
1899-01-28,Invalid,AUSTRALIA,F,questionable
,Unprovoked,SOUTH AFRICA,M,
1970-01-01,Watercraft,USA,M,
,Unprovoked,USA,M,1.5 m [5'] shark
,Unprovoked,AUSTRALIA,M,
1898-10-28,Unprovoked,USA,M,
,Unprovoked,,M,
,Unprovoked,,M,
,Unprovoked,WEST INDIES,M,
1898-08-22,Unprovoked,USA,M,
,Unprovoked,USA,M,
,Invalid,AUSTRALIA,M,questionable
1898-07-15,Unprovoked,YEMEN ,M,
1898-07-14,Unprovoked,YEMEN ,M,
1898-07-01,Unprovoked,CUBA,M,
1898-06-22,Unprovoked,NEW CALEDONIA,M,
1898-04-13,Sea Disaster,FIJI,M,
1898-01-24,Unprovoked,SRI LANKA,M,
,Invalid,CRETE,M,questionable
1898-01-01,Unprovoked,USA,M,white shark
,Unprovoked,CUBA,M,
1898-01-01,Unprovoked,JAMAICA,F,
1970-01-01,Unprovoked,CUBA,M,
,Unprovoked,USA,M,
,Unprovoked,YEMEN ,M,
1898-01-01,Sea Disaster,USA,M,
,Provoked,USA,M,
1897-10-15,Invalid,MEXICO,M,questionable
,Unprovoked,MARSHALL ISLANDS,,3 sharks
1897-09-17,Provoked,USA,M,"13'10"" shark"
1897-09-06,Unprovoked,USA,M,
1897-07-21,Unprovoked,SOUTH AFRICA,M,
1897-06-09,Sea Disaster,YEMEN ,,
,Unprovoked,,M,
,Unprovoked,USA,M,
1897-01-01,Unprovoked,NEW ZEALAND,M,
1970-01-01,Unprovoked,EGYPT,,
,Watercraft,AUSTRALIA,M,12' to 14' shark
1896-12-20,Unprovoked,NEW ZEALAND,M,
,Unprovoked,NEW ZEALAND,M,
1896-11-29,Unprovoked,AUSTRALIA,M,
1896-11-01,Unprovoked,AUSTRALIA,M,
,Unprovoked,SRI LANKA,M,
1896-07-25,Unprovoked,USA,M,
,Unprovoked,USA,M,
1896-01-11,Unprovoked,AUSTRALIA,M,
1970-01-01,Unprovoked,USA,M,
1970-01-01,Unprovoked,HAITI,M,
1895-12-09,Unprovoked,AUSTRALIA,M,
,Unprovoked,BARBADOS,M,
1895-11-16,Unprovoked,AUSTRALIA,M,
1895-09-18,Sea Disaster,CUBA,M,questionable
,Unprovoked,YEMEN ,M,
1895-09-01,Provoked,USA,,5' shark
1895-08-11,Unprovoked,USA,M,
1895-08-02,Unprovoked,USA,M,
,Unprovoked,JAPAN,M,
,Unprovoked,,M,
,Unprovoked,AUSTRALIA,M,
1895-05-21,Sea Disaster,BAHAMAS,M,
1895-05-03,Unprovoked,NEW ZEALAND,M,
1895-04-29,Unprovoked,SOUTH AFRICA,M,
1895-04-23,Unprovoked,NEW ZEALAND,M,
,Unprovoked,INDONESIA,M,
1895-03-15,Unprovoked,AUSTRALIA,M,
1895-02-27,Unprovoked,AUSTRALIA,M,
,Unprovoked,PANAMA,M,
1970-01-01,Watercraft,AUSTRALIA,,
1894-12-11,Provoked,USA,M,12' shark
1894-11-28,Unprovoked,AUSTRALIA,M,10' to 12' shark
,Unprovoked,USA,M,
,Unprovoked,USA,M,
,Unprovoked,FIJI,F,
,Provoked,USA,M,
1894-08-21,Unprovoked,USA,F,"shovelnose shark, 5'"
1894-08-01,Unprovoked,USA,M,
,Unprovoked,FRANCE,M,1.8 m shark
1894-06-29,Unprovoked,USA,M,
1894-06-25,Unprovoked,SOUTH AFRICA,M,
,Unprovoked,USA,M,
,Unprovoked,MEXICO,M,20' shark
,Unprovoked,BURMA,F,
,Unprovoked,BURMA,F,
,Unprovoked,INDIA,M,
1893-10-16,Invalid,CROATIA,,invalid
1893-07-03,Sea Disaster,PHILIPPINES,M,
,Unprovoked,NIGERIA,M,
1893-06-22,Unprovoked,LEBANON,M,
,Unprovoked,FIJI,F,
1893-05-17,Unprovoked,CUBA,M,
,Unprovoked,SOUTH ATLANTIC OCEAN,M,
1893-04-14,Unprovoked,AUSTRALIA,M,
1893-04-04,Invalid,AUSTRALIA,M,shark involvement prior to death unconfirmed
,Unprovoked,NEW ZEALAND,M,
,Unprovoked,FRENCH POLYNESIA,M,
1970-01-01,Unprovoked,EGYPT,,
1892-12-15,Unprovoked,ATLANTIC OCEAN,M,
,Unprovoked,AUSTRALIA,M,
1892-11-06,Unprovoked,AUSTRALIA,F,
,Unprovoked,USA,M,
1892-06-24,Invalid,FRANCE,,invalid
,Unprovoked,CUBA,M,
,Unprovoked,NEW ZEALAND,M,
,Unprovoked,BAHAMAS,M,16' shark
,Unprovoked,PACIFIC OCEAN,M,
1892-03-02,Provoked,AUSTRALIA,M,12' shark
1970-01-01,Provoked,AUSTRALIA,M,
,Unprovoked,AUSTRALIA,M,
,Unprovoked,NEW ZEALAND,M,
1891-11-29,Unprovoked,MARTINIQUE,M,
,Sea Disaster,KIRIBATI,,
,Unprovoked,CANADA,M,
1891-08-29,Provoked,USA,M,
1891-06-11,Invalid,USA,M,shark involvement prior to death unconfirmed
1891-03-10,Unprovoked,PARAGUAY,,
,Unprovoked,JAMAICA,M,
1890-12-30,Invalid,AUSTRALIA,,shark involvement prior to death unconfirmed
,Unprovoked,BRITISH NEW GUINEA,M,
,Unprovoked,ATLANTIC OCEAN,M,
,Provoked,USA,,"5'7"" shark"
1890-08-09,Unprovoked,USA,M,
1890-08-08,Unprovoked,SAMOA,M,
1890-06-26,Unprovoked,CROATIA,M,
,Unprovoked,PERSIAN GULF,M,
,Unprovoked,EGYPT,M,
1890-05-14,Invalid,SOUTH AFRICA,M,invalid
,,CEYLON,M,
1890-02-25,Watercraft,MALTA,M,
1890-01-01,Unprovoked,AUSTRALIA,M,broadnose sevengill shark
1890-01-01,Unprovoked,INDIA,M,
1890-01-01,Unprovoked,INDIA,M,
1970-01-01,Unprovoked,NEW ZEALAND,M,
,Unprovoked,SOUTH AFRICA,M,
,Invalid,GREECE,,shark involvement prior to death unconfirmed
1889-11-22,Unprovoked,AUSTRALIA,M,
1889-11-16,Invalid,USA,M,shark involvement prior to death unconfirmed
,Unprovoked,INDIA,M,
1889-07-21,Unprovoked,USA,M,
1889-07-19,Unprovoked,USA,M,18' shark
1889-07-08,Unprovoked,AUSTRALIA,M,
,Provoked,USA,,
1889-01-01,Unprovoked,SIERRA LEONE,M,
,Unprovoked,INDIAN OCEAN,M,
1888-12-09,Unprovoked,AUSTRALIA,M,
1888-12-01,Unprovoked,AUSTRALIA,M,
,Unprovoked,CROATIA,,"5m, 3500 kg female shark"
1888-08-14,Sea Disaster,CANADA,M,
,Watercraft,USA,,
,Invalid,JAMAICA,M,shark involvement prior to death unconfirmed
,Sea Disaster,INDIA,M,
1888-07-04,Invalid,CROATIA,,shark involvement prior to death unconfirmed
1888-06-24,Watercraft,AUSTRALIA,,
,Invalid,AUSTRALIA,M,shark involvement prior to death unconfirmed
1888-02-17,Unprovoked,NEW ZEALAND,M,"unknown, but the shark was caught and put on exhibition"
1888-02-01,Unprovoked,SOUTH AFRICA,M,
1888-01-22,Watercraft,AUSTRALIA,M,
1888-01-01,Unprovoked,LIBYA,M,
,Unprovoked,HONDURAS,M,
1887-12-04,Unprovoked,AUSTRALIA,M,12' to 14' shark
1887-10-18,Unprovoked,USA,M,
1887-10-01,Sea Disaster,BAHAMAS,M,
1887-09-11,Invalid,CROATIA,,shark involvement prior to death unconfirmed
