Date,Type,Country,Sex,Species
1988-06-16,Unprovoked,USA,M,tiger shark
1988-06-09,Unprovoked,USA,M,sand shark?
1988-06-05,Unprovoked,USA,M,
1988-06-01,Unprovoked,USA,M,1.8 m to 2.4 m [6' to 8'] shark
1988-05-27,Unprovoked,SOUTH KOREA,F,
1988-05-10,Unprovoked,USA,M,
1988-05-04,Unprovoked,USA,M,
1988-04-28,Unprovoked,REUNION,M,
1988-04-24,Unprovoked,USA,M,white shark
1988-04-15,Unprovoked,USA,M,
1988-04-15,Invalid,USA,M,shark involvement prior to death was not confirmed
1988-04-14,Unprovoked,USA,M,
1988-04-14,Unprovoked,USA,M,
1988-04-10,Invalid,SOUTH AFRICA,F,shark involvement prior to death was not confirmed
1988-03-31,Unprovoked,USA,F,
1988-03-25,Unprovoked,USA,M,
1988-03-16,Unprovoked,SOUTH AFRICA,M,1.5 m to 2 m [5' to 6.75'] shark
1988-03-14,Unprovoked,REUNION,M,
1988-02-15,Watercraft,SOUTH AFRICA,,tiger shark
1988-02-14,Unprovoked,SOUTH AFRICA,M,"1 m ""grey-colored"" shark"
1988-02-13,Unprovoked,SOUTH AFRICA,F,zambezi shark (tooth fragments recovered)
1988-02-12,Watercraft,AUSTRALIA,,mako shark
1988-02-02,Unprovoked,Fiji,M,tiger shark
1988-01-27,Invalid,SOUTH AFRICA,M,shark involvement not confirmed
1988-01-21,Invalid,AUSTRALIA,M,shark involvement prior to death was not confirmed
1988-01-14,Provoked,USA,M,mako shark
1988-01-06,Provoked,SOUTH AFRICA,M,copper shark
,Provoked,SOUTH AFRICA,,6 m shark
1988-01-01,Unprovoked,AUSTRALIA,M,wobbegong shark
1987-12-20,Sea Disaster,PHILIPPINES,,
1987-12-17,Unprovoked,USA,M,blacktip shark
1987-12-13,Invalid,AUSTRALIA,F,shark involvement prior to death was not confirmed
1987-11-21,Unprovoked,USA,M,
1987-11-01,Invalid,SOUTH AFRICA,M,shark involvement prior to death was not confirmed
1987-10-26,Unprovoked,USA,M,2 m [6.75'] shark
1987-10-25,Invalid,SOUTH AFRICA,M,questionable incident
1987-10-11,Unprovoked,SOUTH AFRICA,M,white shark
1987-10-06,Sea Disaster,DOMINICAN REPUBLIC,,40 to 50 sharks attacked survivors in the water
1987-09-18,Unprovoked,AUSTRALIA,M,white shark
1987-09-13,Unprovoked,SOUTH AFRICA,M,white shark
1987-08-20,Unprovoked,USA,M,1.2 m to 1.5 m [4' to 5'] shark
1987-08-15,Unprovoked,USA,M,white shark
1987-07-21,Unprovoked,USA,M,3' to 4' shark
1987-07-12,Unprovoked,USA,F,4' shark
1987-07-12,Unprovoked,USA,F,4' shark
1987-07-11,Watercraft,USA,,12' shark
1987-07-09,Unprovoked,BAHAMAS,M,
1987-07-01,Unprovoked,BAHAMAS,M,2.5 to 3 m shark
1987-06-13,Provoked,USA,M,blacktip shark
1987-05-25,Unprovoked,USA,M,1.5 m to 1.8 m [5' to 6'] shark
1987-05-08,Unprovoked,USA,M,
1987-05-06,Provoked,AUSTRALIA,M,
1987-04-19,Invalid,SOUTH AFRICA,M,shark involvement prior to death was not confirmed
1987-04-18,Unprovoked,USA,F,
1987-04-15,Unprovoked,USA,M,
1987-04-01,Unprovoked,VANUATU,M,4.3 m shark
1987-03-30,Unprovoked,AUSTRALIA,M,copper shark
1987-03-30,Provoked,SOUTH AFRICA,,white shark
1987-02-28,Unprovoked,USA,M,spinner shark
1987-02-19,Sea Disaster,SOLOMON ISLANDS,,
1987-01-28,Unprovoked,SOUTH AFRICA,M,white shark
1987-01-06,Unprovoked,AUSTRALIA,M,
1987-01-01,Invalid,MONTENEGRO,M,doubtful / unconfirmed attack / unable to verify in local records
1987-01-01,Watercraft,ITALY,M,white shark
1986-12-31,Unprovoked,SOUTH AFRICA,M,tiger shark
1986-12-22,Unprovoked,SOUTH AFRICA,M,white shark
1986-12-11,Unprovoked,USA,M,blacktip shark
1986-12-06,Unprovoked,BAHAMAS,M,
1986-12-06,Unprovoked,USA,M,white shark
1986-12-04,Invalid,SOUTH AFRICA,M,invalid
1986-12-01,Unprovoked,NEW CALEDONIA,,tiger shark
1986-11-30,Unprovoked,USA,M,
1986-11-19,Unprovoked,USA,M,
1986-11-04,Unprovoked,USA,M,
1986-10-17,Provoked,SOUTH AFRICA,M,tiger shark
1986-10-03,Unprovoked,USA,F,lemon shark
1986-10-05,Unprovoked,SOUTH AFRICA,M,1.6 m shark
1986-10-01,Unprovoked,AUSTRALIA,,
1986-10-01,Unprovoked,USA,M,bull shark
,Invalid,USA,,shark involvement prior to death was not confirmed
1986-09-01,Unprovoked,USA,,
1986-09-01,Unprovoked,USA,,
1986-08-19,Unprovoked,USA,,
1986-08-10,Invalid,SOUTH AFRICA,M,invalid
1986-08-03,Unprovoked,AUSTRALIA,F,wobbegong shark
1986-08-01,Unprovoked,FRANCE,,
1986-07-26,Watercraft,AUSTRALIA,,white shark
1986-07-09,Unprovoked,USA,M,1.5 m [5'] shark
1986-07-01,Unprovoked,SOUTH AFRICA,M,1.2 m [4'] dusky shark
1986-05-18,Unprovoked,AUSTRALIA,M,wobbegong shark
1986-05-15,Unprovoked,SOUTH KOREA,M,
1986-04-20,Unprovoked,USA,M,
1986-04-01,Unprovoked,SPAIN,M,2 m shark
1986-03-18,Unprovoked,SPAIN,M,white shark
1986-03-15,Unprovoked,SOUTH AFRICA,M,>1 m shark
1986-03-05,Unprovoked,SOUTH AFRICA,M,2 m [6.75'] shark
1986-02-18,Unprovoked,SOUTH AFRICA,M,white shark
1986-02-17,Unprovoked,SOUTH AFRICA,M,
1986-02-07,Unprovoked,SOUTH AFRICA,M,tiger shark
1986-02-06,Unprovoked,SOUTH AFRICA,M,tiger shark
1986-02-01,Unprovoked,AUSTRALIA,M,copper shark
1986-01-12,Unprovoked,USA,M,blacktip shark
1986-01-01,Unprovoked,USA,M,1.5 m [5'] shark
1985-12-22,Unprovoked,SOUTH AFRICA,M,
1985-12-10,Unprovoked,USA,M,tiger shark
1985-11-11,Provoked,AUSTRALIA,M,1m shark
1985-11-05,Watercraft,USA,,white shark
1985-11-03,Provoked,USA,M,
1985-10-24,Unprovoked,SOUTH AFRICA,M,white shark
1985-10-22,Unprovoked,USA,M,broadnose sevengill shark
1985-10-18,Unprovoked,USA,M,tiger shark
1985-10-12,Unprovoked,USA,M,1.8 m to 2.4 m [6' to 8'] shark
1985-10-05,Provoked,USA,M,"6', 100-lb shark"
1985-09-28,Unprovoked,USA,M,white shark
1985-09-08,Invalid,SOUTH AFRICA,M,shark involvement prior to death was not confirmed
1985-09-08,Unprovoked,USA,M,1.8 m silky shark
1985-09-05,Invalid,USA,M,invalid
1985-08-22,Unprovoked,USA,M,
1985-08-20,Invalid,USA,M,shark involvement not confirmed
1985-08-17,Invalid,USA,M,shark involvement prior to death not confirmed
1985-07-25,Unprovoked,USA,F,hammerhead shark
1985-07-25,Unprovoked,USA,M,
1985-07-21,Watercraft,USA,,white shark
1985-07-19,Unprovoked,USA,F,tiger shark
,Unprovoked,ITALY,M,white shark
1985-05-26,Unprovoked,USA,M,shark involvement not confirmed
1985-05-08,Provoked,SOUTH AFRICA,M,30-kg [66-lb] shark
1985-03-16,Unprovoked,USA,M,
1985-03-03,Unprovoked,AUSTRALIA,F,white shark
1985-02-18,Unprovoked,USA,M,white shark
1985-02-03,Unprovoked,USA,M,
1985-01-27,Unprovoked,SOUTH AFRICA,M,tiger shark
1985-01-18,Invalid,SOUTH AFRICA,M,shark involvement prior to death was not confirmed
1985-01-17,Unprovoked,SOUTH AFRICA,M,white shark
1985-01-16,Watercraft,NEW ZEALAND,,6 m shark
1985-01-04,Unprovoked,SOUTH AFRICA,M,white shark
1985-01-01,Unprovoked,NEW CALEDONIA,,tiger shark
1985-01-01,Provoked,SOUTH AFRICA,M,1.5 m [5'] dusky shark
1985-01-01,Unprovoked,VANUATU,M,
1985-01-01,Unprovoked,IRAN,M,bull shark
1984-12-03,Watercraft,ITALY,,white shark
1984-11-30,Unprovoked,AUSTRALIA,M,tiger shark
1984-11-11,Unprovoked,USA,M,1.2 m [4'] shark
1984-11-04,Provoked,USA,M,"""a small shark"""
1984-10-21,Invalid,USA,M,shark involvement prior to death was not confirmed
1984-10-21,Unprovoked,USA,F,1.5 m [5'] shark
1984-10-17,Invalid,USA,F,shark involvement not confirmed; officials considered barracua
1984-10-14,Unprovoked,USA,M,blacktip shark
1984-09-30,Unprovoked,USA,M,white shark
1984-09-30,Unprovoked,USA,M,white shark
1984-09-23,Unprovoked,USA,M,
1984-09-22,Unprovoked,USA,M,
1984-09-22,Unprovoked,USA,M,hammerhead shark
1984-09-19,Unprovoked,USA,,
1984-09-17,Unprovoked,USA,M,blue shark
1984-09-15,Unprovoked,USA,M,white shark
1984-09-11,Provoked,MEXICO,M,white shark
1984-08-24,Invalid,USA,F,invalid
1984-08-07,Unprovoked,INDONESIA,M,
1984-07-24,Unprovoked,USA,F,
1984-07-24,Unprovoked,USA,F,1.2 m [4'] shark
1984-07-22,Invalid,SOUTH AFRICA,M,shark involvement prior to death was not confirmed
1984-07-01,Unprovoked,USA,M,
1984-07-01,Unprovoked,SOUTH AFRICA,M,tiger shark
1984-06-15,Unprovoked,SOUTH AFRICA,M,white shark
1984-06-03,Unprovoked,USA,F,hammerhead shark
1984-06-03,Unprovoked,VANUATU,M,
1984-05-31,Unprovoked,SOUTH AFRICA,M,
1984-03-17,Invalid,SOMALIA,M,shark involvement prior to death was not confirmed
1984-03-14,Unprovoked,SOUTH AFRICA,M,
1984-03-10,Watercraft,SOUTH AFRICA,M,2.5 m [8.25'] shark
1984-03-01,Unprovoked,AUSTRALIA,,
1984-02-18,Provoked,SOUTH AFRICA,M,tiger shark
1984-02-17,Provoked,SOUTH AFRICA,M, 1.5 m [5'] dusky shark
1984-02-12,Invalid,SOUTH AFRICA,,shark involvement prior to death was not confirmed
1984-02-11,Unprovoked,AUSTRALIA,M,white shark
1984-01-05,Unprovoked,SOUTH AFRICA,M,tiger shark
1984-01-04,Unprovoked,SOUTH AFRICA,F,
1984-01-01,Provoked,USA,M,broadnose sevengill shark
1984-01-01,Unprovoked,USA,M,
1983-12-30,Invalid,GREECE,M,invalid
1983-12-25,Unprovoked,USA,M,
1983-12-24,Unprovoked,AUSTRALIA,M,white shark
1983-12-22,Unprovoked,SOUTH AFRICA,M,
1983-12-21,Unprovoked,SOUTH AFRICA,M,tiger shark
1983-12-07,Invalid,SOUTH AFRICA,M,invalid
1983-11-21,Sea Disaster,PHILIPPINES,M,.5 m shark
,Unprovoked,USA,M,tiger shark
1983-11-10,Invalid,SOUTH AFRICA,F,shark involvement prior to death was not confirmed
1983-10-17,Unprovoked,USA,M,1.5 m [5'] shark
1983-10-13,Unprovoked,USA,M,4.5' shark
1983-09-04,Unprovoked,USA,M,
1983-08-20,Unprovoked,USA,M,white shark
1983-08-20,Unprovoked,SOUTH AFRICA,M,white shark
1983-08-15,Unprovoked,USA,F,sand shark
1983-08-13,Provoked,USA,M,nurse shark
1983-08-13,Unprovoked,USA,F,bull shark
1983-08-06,Watercraft,USA,,
1983-07-26,Sea Disaster,AUSTRALIA,F,tiger shark
1983-07-25,Sea Disaster,AUSTRALIA,M,tiger shark
1983-07-25,Sea Disaster,AUSTRALIA,M,tiger shark
1983-07-15,Unprovoked,SOUTH AFRICA,M,3 m to 4 m [10' to 13'] shark
1983-07-12,Unprovoked,USA,F,hammerhead shark
1983-07-08,Unprovoked,BAHAMAS,M,
1983-07-05,Unprovoked,USA,M,
1983-06-29,Unprovoked,USA,M,
1983-06-22,Unprovoked,BAHAMAS,M,
1983-06-20,Unprovoked,USA,M,
1983-06-15,Unprovoked,BAHAMAS,M,blacktip shark
1983-06-15,Invalid,ITALY,M,questionable incident
1983-06-01,Unprovoked,BAHAMAS,M,caribbean reef shark
1983-05-31,Unprovoked,USA,M,6' shark
1983-05-24,Unprovoked,USA,M,
1983-05-21,Unprovoked,USA,M,
1983-04-19,Unprovoked,USA,M,
1983-04-12,Unprovoked,SOUTH AFRICA,M,tiger shark
1983-04-02,Unprovoked,USA,M,
1983-04-02,Invalid,SOUTH AFRICA,M,questionable incident
1983-03-30,Unprovoked,SOUTH AFRICA,M,1.8 m [6'] zambezi shark
1983-03-22,Unprovoked,SOUTH AFRICA,M,blacktip shark
1983-03-10,Unprovoked,USA,M,
1983-03-01,Unprovoked,NEW CALEDONIA,,"""a small shark"""
1983-02-20,Unprovoked,SOUTH AFRICA,M,3 m [10'] shark
1983-01-24,Provoked,USA,M,
1983-01-15,Invalid,SOUTH AFRICA,M,shark involvement prior to death was not confirmed
1983-01-10,Unprovoked,SOUTH AFRICA,M,
1983-01-08,Unprovoked,SOUTH AFRICA,M,white shark
,Unprovoked,,M,
1983-01-01,Unprovoked,VANUATU,M,
1983-01-01,Provoked,USA,M,blue shark
1982-12-26,Unprovoked,AUSTRALIA,M,copper shark
1982-11-01,Unprovoked,USA,M,
1962-10-23,Sea Disaster,USA,M x 2,
1982-10-13,Unprovoked,USA,M,1.5 m [5'] shark
1982-09-30,Unprovoked,SOUTH AFRICA,M,
1982-09-30,Unprovoked,SOUTH AFRICA,M,white shark
1982-09-27,Unprovoked,USA,M,1.5 m [5'] shark
1982-09-25,Unprovoked,USA,M,white shark
1982-09-19,Unprovoked,USA,M,white shark
1982-09-04,Invalid,USA,M,shark involvement prior to death was not confirmed
1982-08-29,Unprovoked,JAPAN,M,
1982-08-29,Invalid,USA,M,questionable incident; reported as shark attack but thought to involve a pinniped instead 
1982-08-29,Unprovoked,SOUTH AFRICA,F,
,Unprovoked,TUNISIA,M,spinner shark
1982-07-31,Invalid,SOUTH AFRICA,M,invalid
1982-07-24,Unprovoked,SOUTH AFRICA,M,white shark
1982-07-24,Unprovoked,USA,M,white shark
1982-07-19,Unprovoked,USA,M,0.9 m to 1.2 m [3' to 4'] shark
1982-07-11,Invalid,USA,M,"reported as a shark attack, the story was a hoax"
1982-07-01,Unprovoked,USA,F,
1982-07-01,Unprovoked,NEW CALEDONIA,,
1982-06-29,Unprovoked,SOUTH AFRICA,M,white shark
1982-06-26,Unprovoked,USA,M,5' shark
1982-06-26,Unprovoked,BAHAMAS,M,lemon shark
1982-06-25,Unprovoked,USA,F,
1982-06-13,Unprovoked,USA,M,"1.2 m to 1.5 m [4' to 5'] ""reef shark"""
1982-05-01,Invalid,USA,F,shark involvement prior to death was not confirmed
1982-03-10,Unprovoked,USA,M,
1982-03-07,Unprovoked,AUSTRALIA,M,
1982-03-01,Unprovoked,NEW CALEDONIA,M,
1982-02-28,Unprovoked,AUSTRALIA,M,white shark
1982-02-27,Unprovoked,USA,M,4' to 5' shark
1982-02-17,Provoked,SOUTH AFRICA,M,
1982-02-14,Unprovoked,USA,F,
1982-02-14,Unprovoked,USA,F,
1982-02-13,Unprovoked,USA,F,
1982-02-07,Unprovoked,USA,M,white shark
1982-02-07,Unprovoked,USA,M,
1982-01-29,Unprovoked,SOUTH AFRICA,M,tiger shark
1970-01-01,Watercraft,ITALY,M,white shark
1970-01-01,Watercraft,ITALY,M,white shark
1970-01-01,Unprovoked,TUNISIA,,
1981-12-19,Unprovoked,USA,M,white shark
1981-12-13,Unprovoked,AUSTRALIA,,
1981-12-13,Unprovoked,USA,M,tiger shark
1981-11-30,Unprovoked,REUNION,M,
1981-10-19,Provoked,SOUTH AFRICA,M,white shark
1981-11-09,Unprovoked,USA,M,"2.1 m [7'] shark with ""a very flat head” that had followed the boat for 3 days"
1981-10-19,Unprovoked,USA,M,1.8 m to 2.4 m [6' to 8'] shark
1981-10-17,Unprovoked,USA,M,
1981-10-16,Unprovoked,USA,M,
1981-10-01,Unprovoked,USA,M,6' shark
1981-09-28,Unprovoked,USA,M,
1981-09-27,Unprovoked,USA,M,
1981-09-15,Unprovoked,USA,M,tiger shark
1981-09-03,Unprovoked,USA,M,
1981-09-03,Unprovoked,USA,M,
1981-08-29,Unprovoked,USA,M,6' shark
1981-08-24,Provoked,USA,M,"1.8 m [6'] shark, species identity questionable"
1981-08-24,Invalid,USA,M,shark involvement prior to death remains unconfirmed
1981-08-10,Unprovoked,USA,M,nurse shark
1981-08-10,Unprovoked,USA,F,
1981-08-07,Unprovoked,BAHAMAS,M,mako shark
1981-07-20,Unprovoked,USA,F,"""sandshark"""
1981-07-18,Unprovoked,SOUTH AFRICA,M,possibly a  1.8 m [6'] zambezi shark
1981-07-07,Unprovoked,USA,M,2.4 m [8'] shark
1981-07-01,Unprovoked,SOUTH AFRICA,M,"""gray shark"""
,Watercraft,ENGLAND,M,thresher shark
1981-06-12,Invalid,USA,M,shark involvement prior to death was not confirmed
1981-05-24,Unprovoked,USA,M,
1981-05-23,Unprovoked,SOUTH KOREA,F,white shark
1981-05-20,Unprovoked,SOUTH AFRICA,M,tiger shark
1981-05-19,Unprovoked,USA,M,
1981-05-16,Unprovoked,USA,M,lemon shark
1981-05-10,Unprovoked,SOUTH AFRICA,M,tiger shark
1981-05-07,Provoked,NAMIBIA,M,
1981-03-08,Sea Disaster,BERMUDA,,
1981-05-05,Unprovoked,SOUTH AFRICA,M,tiger shark
1981-03-25,Unprovoked,USA,M,bull shark
1981-03-24,Unprovoked,USA,M,c. maculpinnis or c. limbatus
1981-03-04,Unprovoked,CHILE,M,white shark
1981-03-01,Unprovoked,BRAZIL,,white shark
1981-02-19,Unprovoked,SOUTH AFRICA,M,blacktip shark
1981-02-16,Unprovoked,AUSTRALIA,M,hammerhead shark
1981-02-07,Unprovoked,AUSTRALIA,,
1981-02-02,Unprovoked,USA,M,hammerhead shark
1981-02-01,Unprovoked,BRAZIL,,
1981-01-30,Unprovoked,USA,M,tiger shark
1981-01-01,Invalid,SOUTH AFRICA,M,shark involvement prior to death was not confirmed
1981-01-01,Unprovoked,AUSTRALIA,M,tiger shark
,Unprovoked,GREECE,M,
1980-12-30,Unprovoked,SOUTH AFRICA,M,3.5 m [11.5'] shark
1980-12-26,Invalid,SOUTH AFRICA,,shark involvement prior to death was not confirmed
1980-11-24,Unprovoked,REUNION,M,white shark
1980-11-18,Unprovoked,AUSTRALIA,M,
1980-11-17,Invalid,SOUTH AFRICA,M,shark involvement prior to death was not confirmed
1980-11-11,Unprovoked,BRAZIL,M,
1980-10-27,Unprovoked,USA,M,white shark
1980-10-17,Unprovoked,USA,M,white shark
,Unprovoked,MEXICO,M,
,Unprovoked,USA,M,"""sandshark"""
1980-08-10,Unprovoked,USA,F,
1980-08-04,Unprovoked,USA,M,tiger shark
1980-07-26,Unprovoked,SPAIN,M,blue shark
1980-07-27,Unprovoked,USA,M,
1980-07-23,Unprovoked,USA,F,4' to 8' shark
,Unprovoked,USA,M,
,Unprovoked,USA,M,
1980-06-26,Provoked,USA,F,blue shark
1980-05-15,Unprovoked,SOUTH AFRICA,M,1.8 m [6'] shark
1980-04-25,Provoked,JAMAICA,M,
1980-04-22,Sea Disaster,PHILIPPINES,,
1980-04-01,Unprovoked,MEXICO,F,tiger shark
1980-03-29,Unprovoked,SOUTH AFRICA,M,tiger shark
1980-03-28,Unprovoked,BRAZIL,M,2 m shark
1980-03-15,Sea Disaster,PHILIPPINES,F,
1980-03-11,Provoked,SOUTH AFRICA,M,hammerhead shark
1980-01-31,Unprovoked,SOUTH AFRICA,M,white shark
1980-01-25,Unprovoked,KENYA,M,2.2 m shark
1980-01-15,Provoked,SOUTH AFRICA,M,"2 m [6'9""] zambesi shark"
1980-01-13,Unprovoked,SOUTH AFRICA,M,hammerhead shark
1980-01-10,Unprovoked,SOUTH AFRICA,M,tiger shark
1980-01-05,Unprovoked,CHILE,M,white shark
,Provoked,NORTH ATLANTIC OCEAN,M,1.8 m [6'] dogfish
,Invalid,GREECE,M,white shark
1970-01-01,Invalid,SOUTH AFRICA,M,invalid
,Unprovoked,TONGA,M,
1979-12-21,Unprovoked,SOUTH AFRICA,M,
1979-12-05,Invalid,PORTUGAL,M,white shark
1979-12-01,Unprovoked,SOUTH CHINA SEA,M,6' shark
1979-11-27,Unprovoked,USA,M,white shark
1979-11-12,Provoked,SOUTH AFRICA,,white shark
1979-10-22,Provoked,SOUTH AFRICA,M,tiger shark
1979-09-14,Unprovoked,AUSTRALIA,M,"""a small shark"""
1979-08-28,Unprovoked,HONG KONG,M,
1979-08-26,Unprovoked,HONG KONG,M,
1979-08-05,Unprovoked,USA,M,
1979-08-03,Unprovoked,THAILAND,M,
1979-06-19,Sea Disaster,USA,M,
1979-05-27,Invalid,USA,M,shark involvement prior to death was not confirmed
1979-05-05,Provoked,SOUTH AFRICA,M,white shark
1979-05-03,Unprovoked,SOUTH AFRICA,M,
1979-05-01,Unprovoked,NEW CALEDONIA,,
1979-05-01,Unprovoked,NEW CALEDONIA,M,2 m shark
1979-04-08,Unprovoked,USA,M,
1979-04-08,Unprovoked,USA,M,
1979-03-24,Unprovoked,USA,M,blacktip shark
1979-03-11,Unprovoked,USA,M,white shark
1979-03-01,Watercraft,SOUTH AFRICA,,
1979-03-01,Unprovoked,NEW CALEDONIA,M,
1979-02-21,Unprovoked,SOUTH AFRICA,M,1.5 m to 2 m [5' to 6.75'] shark
1979-01-01,Unprovoked,USA,M,
1978-12-29,Unprovoked,AUSTRALIA,M,
1978-12-12,Unprovoked,SOUTH AFRICA,M,white shark
1978-11-26,Unprovoked,USA,M,2.4 m [8'] shark
1978-11-23,Unprovoked,USA,M,
1978-10-21,Invalid,SOUTH AFRICA,M,shark involvement prior to death was not confirmed
1978-09-27,Unprovoked,SOUTH AFRICA,M,white shark
1978-09-16,Unprovoked,ITALY,M,white shark
1978-09-03,Unprovoked,USA,M,blue shark
,Unprovoked,AUSTRALIA,M,15' shark
1978-08-05,Unprovoked,USA,M,"2 m [6'9""] shark"
,Unprovoked,USA,M,
1978-07-27,Sea Disaster,USA,M,
1978-07-19,Provoked,USA,M,
1978-06-21,Unprovoked,USA,M,
1978-06-21,Unprovoked,USA,M,
1978-06-07,Invalid,ITALY,,invalid
1978-04-02,Unprovoked,MARSHALL ISLANDS,M,
1978-04-02,Unprovoked,MARSHALL ISLANDS,M,
,Unprovoked,AUSTRALIA,M,broadnose sevengill shark
1978-03-05,Watercraft,SOUTH AFRICA,,
1978-02-28,Unprovoked,SOUTH AFRICA,,270 kg shark
1978-02-19,Unprovoked,SOUTH AFRICA,M,white shark
1978-01-07,Unprovoked,SOUTH AFRICA,M,blacktip shark
1978-01-06,Invalid,SOUTH AFRICA,M,shark involvement prior to death was not confirmed
1978-01-01,Unprovoked,USA,F,
1978-01-01,Unprovoked,VANUATU,F,
1977-12-31,Sea Disaster,USA,M,
1977-12-19,Unprovoked,USA,M,
1977-12-19,Unprovoked,SOUTH AFRICA,M,tiger shark
1977-12-01,Watercraft,SOUTH AFRICA,,white shark
1977-11-12,Provoked,SOUTH AFRICA,M,1.5 to 2 m [5' to 6.75'] shark
1977-10-30,Unprovoked,SOUTH AFRICA,M,white shark
1977-08-31,Unprovoked,AUSTRALIA,M,white shark
1977-08-23,Unprovoked,AUSTRALIA,M,
1977-08-19,Watercraft,SOUTH AFRICA,M,white shark
1977-08-14,Unprovoked,USA,M,white shark
1977-08-05,Invalid,USA,M,shark involvement not confirmed
1977-07-02,Sea Disaster,USA,M,
1977-06-26,Provoked,USA,M,bull shark
1977-06-06,Unprovoked,USA,M,bull shark
1977-05-26,Watercraft,SOUTH AFRICA,M,mako shark
1977-05-16,Invalid,AUSTRALIA,M,
1977-04-26,Unprovoked,AUSTRALIA,M,
1977-04-21,Unprovoked,USA,M,1.2 m [4'] shark
1977-03-17,Unprovoked,SOUTH AFRICA,M,
1977-03-13,Sea Disaster,AUSTRALIA,M,
1977-03-13,Sea Disaster,AUSTRALIA,M,
1977-03-13,Sea Disaster,AUSTRALIA,M,
1977-02-26,Unprovoked,AUSTRALIA,M,4 m [13'] shark
1977-02-04,Invalid,AUSTRALIA,M,shark involvement prior to death was not confirmed
1977-02-01,Unprovoked,NEW CALEDONIA,,
1977-01-01,Unprovoked,MEXICO,M,
1976-12-29,Unprovoked,AUSTRALIA,M,
1976-12-18,Unprovoked,USA,M,white shark
1976-11-27,Unprovoked,SOUTH AFRICA,M,white shark
1976-11-26,Invalid,AUSTRALIA,,shark involvement prior to death was not confirmed
1976-11-25,Unprovoked,USA,M,bull shark
1976-11-23,Invalid,SOUTH AFRICA,M,questionable incident
1976-11-01,Provoked,SOUTH AFRICA,,white shark
1976-10-27,Watercraft,SOUTH AFRICA,,white shark
1976-10-18,Unprovoked,USA,M,white shark
1976-10-06,Unprovoked,SOUTH AFRICA,M,white shark
1976-09-22,Sea Disaster,NEW CALEDONIA,,
1976-09-19,Unprovoked,AUSTRALIA,M,2.7 m  [9'] shark
1976-09-17,Sea Disaster,HONG KONG,M,
1976-09-12,Unprovoked,USA,M,
1976-09-12,Unprovoked,USA,M,
1976-09-06,Unprovoked,USA,M,tiger shark
1976-08-26,Unprovoked,USA,M,
1976-08-24,Unprovoked,USA,M,white shark
1976-07-24,Unprovoked,USA,M,
1976-07-21,Unprovoked,USA,M,
1976-07-16,Unprovoked,USA,M,
1976-07-12,Unprovoked,USA,M,6' to 8' shark
1976-06-23,Unprovoked,USA,M,12' to 14' shark
1976-06-10,Unprovoked,USA,M,0.9 m to 1.5 m [3' to 5'] shark
,Provoked,ITALY,M,blue shark
1976-06-01,Watercraft,AUSTRALIA,F,1.5 m [5'] shark
1976-05-02,Watercraft,SOUTH AFRICA,,mako shark
1976-04-28,Invalid,USA,,shark involvement prior to death was not confirmed
1976-03-12,Unprovoked,USA,M,
1976-03-12,Watercraft,SOUTH AFRICA,,whale shark
1976-03-09,Watercraft,SOUTH AFRICA,,white shark
1976-03-02,Watercraft,SOUTH AFRICA,,white shark
1976-02-03,Watercraft,SOUTH AFRICA,,white shark
1976-01-13,Provoked,SOUTH AFRICA,,4 m [13'] shark
1976-01-12,Unprovoked,AUSTRALIA,F,
1976-01-11,Provoked,SOUTH AFRICA,,white shark
1976-01-08,Unprovoked,USA,M,6' shark
1976-01-02,Unprovoked,NEW ZEALAND,M,copper shark
1970-01-01,Unprovoked,USA,M,
1975-12-29,Watercraft,AUSTRALIA,,2.4 m [8'] shark
1975-12-06,Unprovoked,USA,M,white shark
1975-12-02,Provoked,AUSTRALIA,M,nurse shark
1975-11-19,Unprovoked,AUSTRALIA,M,5' shark
1975-11-19,Unprovoked,SOUTH AFRICA,M,juvenile dusky shark
1975-11-07,Unprovoked,AUSTRALIA,M,
1975-11-02,Unprovoked,USA,M,6' shark
1975-10-21,Invalid,USA,M,shark involvement unconfirmed
1975-10-12,Unprovoked,AUSTRALIA,M,copper shark
1975-10-04,Invalid,USA,,questionable incident
1975-09-01,Unprovoked,SOUTH AFRICA,M,1.2 m [4'] shark
1975-08-17,Unprovoked,SOUTH AFRICA,M,white shark
1975-08-12,Unprovoked,USA,M,1.5 m [5'] shark
1975-08-09,Unprovoked,USA,M,white shark
1975-08-04,Unprovoked,HONG KONG,M,
1975-07-30,Sea Disaster,USA,F,
1975-07-30,Unprovoked,AUSTRALIA,M,white shark
,Unprovoked,USA,M,
1975-07-26,Unprovoked,AUSTRALIA,M,12' shark
1975-07-23,Unprovoked,USA,M,white shark
1975-07-19,Unprovoked,USA,M,white shark
1975-07-15,Unprovoked,USA,F,1.2 m [4'] shark
1975-07-05,Provoked,AUSTRALIA,M,2.4 m [8'] whaler shark
1975-07-04,Unprovoked,USA,M,
1975-06-23,Unprovoked,USA,M,4' shark
1975-06-23,Unprovoked,USA,F,
1975-06-15,Unprovoked,USA,M,
,Unprovoked,USA,M,
1975-06-01,Provoked,USA,M,
1975-05-25,Unprovoked,USA,M,
1975-05-20,Unprovoked,USA,F,
1975-04-25,Invalid,ITALY,M,invalid
